variant,rx_name,susc,month,infection,num_study,num_result
Gamma,mRNA-1273.351,S,>=2,naive,1,0
Gamma,mRNA-1273.351,I,>=2,naive,1,20
Gamma,mRNA-1273.351,R,>=2,naive,1,0
Gamma,BBIBP-CorV,S,1,naive,1,470
Gamma,BBIBP-CorV,I,1,naive,1,0
Gamma,BBIBP-CorV,R,1,naive,1,0
B,CP,S,1,infected,6,142
B,CP,I,1,infected,6,11
B,CP,R,1,infected,6,1
B,CP,S,>=2,infected,4,312
B,CP,I,>=2,infected,4,21
B,CP,R,>=2,infected,4,6
B,BNT162b2,S,1,naive,3,84
B,BNT162b2,I,1,naive,3,2
B,BNT162b2,R,1,naive,3,0
B,BNT162b2,S,1,infected,1,28
B,BNT162b2,I,1,infected,1,4
B,BNT162b2,R,1,infected,1,0
B,AZD1222,S,1,naive,1,25
B,AZD1222,I,1,naive,1,0
B,AZD1222,R,1,naive,1,0
B.1,CP,S,1,infected,15,222
B.1,CP,I,1,infected,15,33
B.1,CP,R,1,infected,15,14
B.1,CP,S,>=2,infected,7,124
B.1,CP,I,>=2,infected,7,8
B.1,CP,R,>=2,infected,7,0
B.1,CoronaVac,S,>=2,naive,1,67
B.1,CoronaVac,I,>=2,naive,1,8
B.1,CoronaVac,R,>=2,naive,1,0
B.1,CoronaVac,S,1,naive,2,113
B.1,CoronaVac,I,1,naive,2,5
B.1,CoronaVac,R,1,naive,2,0
B.1,BNT162b2,S,>=2,naive,1,75
B.1,BNT162b2,I,>=2,naive,1,0
B.1,BNT162b2,R,>=2,naive,1,0
B.1,BNT162b2,S,1,naive,10,219
B.1,BNT162b2,I,1,naive,10,3
B.1,BNT162b2,R,1,naive,10,0
B.1,BNT162b2,S,1,infected,2,33
B.1,BNT162b2,I,1,infected,2,0
B.1,BNT162b2,R,1,infected,2,0
B.1,Ad26.COV2.S,S,>=2,naive,2,26
B.1,Ad26.COV2.S,I,>=2,naive,2,1
B.1,Ad26.COV2.S,R,>=2,naive,2,0
B.1,Ad26.COV2.S,S,1,naive,2,22
B.1,Ad26.COV2.S,I,1,naive,2,0
B.1,Ad26.COV2.S,R,1,naive,2,0
B.1,mRNA-1273,S,1,naive,6,163
B.1,mRNA-1273,I,1,naive,6,2
B.1,mRNA-1273,R,1,naive,6,0
B.1,BBIBP-CorV,S,1,naive,2,36
B.1,BBIBP-CorV,I,1,naive,2,1
B.1,BBIBP-CorV,R,1,naive,2,0
B.1,ZF2001,S,1,naive,1,12
B.1,ZF2001,I,1,naive,1,0
B.1,ZF2001,R,1,naive,1,0
B.1,MVC-COV1901,S,1,naive,1,44
B.1,MVC-COV1901,I,1,naive,1,1
B.1,MVC-COV1901,R,1,naive,1,0
B.1,AZD1222,S,1,naive,2,31
B.1,AZD1222,I,1,naive,2,63
B.1,AZD1222,R,1,naive,2,0
B.1,AZD1222,S,1,infected,1,19
B.1,AZD1222,I,1,infected,1,0
B.1,AZD1222,R,1,infected,1,0
Delta,CP,S,1,infected,7,74
Delta,CP,I,1,infected,7,108
Delta,CP,R,1,infected,7,35
Delta,CP,S,>=2,infected,7,123
Delta,CP,I,>=2,infected,7,55
Delta,CP,R,>=2,infected,7,13
Delta,BNT162b2,S,1,naive,11,192
Delta,BNT162b2,I,1,naive,11,167
Delta,BNT162b2,R,1,naive,11,28
Delta,BNT162b2,S,>=2,naive,4,59
Delta,BNT162b2,I,>=2,naive,4,81
Delta,BNT162b2,R,>=2,naive,4,19
Delta,Ad26.COV2.S,S,>=2,naive,3,15
Delta,Ad26.COV2.S,I,>=2,naive,3,8
Delta,Ad26.COV2.S,R,>=2,naive,3,2
Delta,Ad26.COV2.S,S,1,naive,3,16
Delta,Ad26.COV2.S,I,1,naive,3,16
Delta,Ad26.COV2.S,R,1,naive,3,7
Delta,Ad26.COV2.S,S,1,infected,1,8
Delta,Ad26.COV2.S,I,1,infected,1,24
Delta,Ad26.COV2.S,R,1,infected,1,7
Delta,AZD1222,S,1,naive,5,33
Delta,AZD1222,I,1,naive,5,72
Delta,AZD1222,R,1,naive,5,69
Delta,AZD1222,S,>=2,naive,2,4
Delta,AZD1222,I,>=2,naive,2,15
Delta,AZD1222,R,>=2,naive,2,6
Delta,AZD1222,S,1,infected,1,12
Delta,AZD1222,I,1,infected,1,7
Delta,AZD1222,R,1,infected,1,0
Delta,AZD1222 + BNT162b2,S,1,naive,1,11
Delta,AZD1222 + BNT162b2,I,1,naive,1,0
Delta,AZD1222 + BNT162b2,R,1,naive,1,0
Delta,mRNA-1273,S,1,naive,7,89
Delta,mRNA-1273,I,1,naive,7,27
Delta,mRNA-1273,R,1,naive,7,1
Delta,mRNA-1273,S,>=2,naive,3,23
Delta,mRNA-1273,I,>=2,naive,3,17
Delta,mRNA-1273,R,>=2,naive,3,4
Delta,mRNA-1273,S,1,infected,1,11
Delta,mRNA-1273,I,1,infected,1,4
Delta,mRNA-1273,R,1,infected,1,0
Delta,Sputnik V,S,>=2,naive,2,16
Delta,Sputnik V,I,>=2,naive,2,19
Delta,Sputnik V,R,>=2,naive,2,0
Delta,Sputnik V,S,1,naive,1,0
Delta,Sputnik V,I,1,naive,1,19
Delta,Sputnik V,R,1,naive,1,0
Delta,AZD1222 + AZD2816,S,>=2,naive,1,0
Delta,AZD1222 + AZD2816,I,>=2,naive,1,6
Delta,AZD1222 + AZD2816,R,>=2,naive,1,0
Delta,CoronaVac,S,1,naive,1,0
Delta,CoronaVac,I,1,naive,1,0
Delta,CoronaVac,R,1,naive,1,60
Delta,BBV152,S,1,naive,1,13
Delta,BBV152,I,1,naive,1,3
Delta,BBV152,R,1,naive,1,1
Delta,BBV152,S,>=2,naive,1,84
Delta,BBV152,I,>=2,naive,1,0
Delta,BBV152,R,>=2,naive,1,0
Delta,BBV152,S,>=2,infected,1,74
Delta,BBV152,I,>=2,infected,1,14
Delta,BBV152,R,>=2,infected,1,0
B.1.1.298,CP,S,1,infected,2,77
B.1.1.298,CP,I,1,infected,2,2
B.1.1.298,CP,R,1,infected,2,0
B.1.1.298,CP,S,>=2,infected,1,5
B.1.1.298,CP,I,>=2,infected,1,7
B.1.1.298,CP,R,>=2,infected,1,0
B.1.1.298,BNT162b2,S,1,naive,2,42
B.1.1.298,BNT162b2,I,1,naive,2,0
B.1.1.298,BNT162b2,R,1,naive,2,0
B.1.1.298,mRNA-1273,S,1,naive,1,35
B.1.1.298,mRNA-1273,I,1,naive,1,0
B.1.1.298,mRNA-1273,R,1,naive,1,0
B.1.1.117,CP,S,1,infected,1,1
B.1.1.117,CP,I,1,infected,1,5
B.1.1.117,CP,R,1,infected,1,0
Epsilon,CP,S,>=2,infected,3,16
Epsilon,CP,I,>=2,infected,3,16
Epsilon,CP,R,>=2,infected,3,5
Epsilon,CP,S,1,infected,4,52
Epsilon,CP,I,1,infected,4,15
Epsilon,CP,R,1,infected,4,2
Epsilon,Ad26.COV2.S,S,>=2,naive,2,18
Epsilon,Ad26.COV2.S,I,>=2,naive,2,8
Epsilon,Ad26.COV2.S,R,>=2,naive,2,1
Epsilon,Ad26.COV2.S,S,1,naive,1,4
Epsilon,Ad26.COV2.S,I,1,naive,1,3
Epsilon,Ad26.COV2.S,R,1,naive,1,3
Epsilon,mRNA-1273,S,1,naive,9,205
Epsilon,mRNA-1273,I,1,naive,9,38
Epsilon,mRNA-1273,R,1,naive,9,2
Epsilon,mRNA-1273,S,1,infected,1,17
Epsilon,mRNA-1273,I,1,infected,1,13
Epsilon,mRNA-1273,R,1,infected,1,0
Epsilon,BNT162b2,S,1,naive,5,103
Epsilon,BNT162b2,I,1,naive,5,24
Epsilon,BNT162b2,R,1,naive,5,0
Epsilon,BNT162b2,S,1,infected,1,2
Epsilon,BNT162b2,I,1,infected,1,3
Epsilon,BNT162b2,R,1,infected,1,0
Epsilon,NVX-CoV2373,S,1,naive,1,14
Epsilon,NVX-CoV2373,I,1,naive,1,9
Epsilon,NVX-CoV2373,R,1,naive,1,0
Epsilon,mRNA-1273.211,S,1,naive,1,0
Epsilon,mRNA-1273.211,I,1,naive,1,8
Epsilon,mRNA-1273.211,R,1,naive,1,0
Epsilon,mRNA-1273.351,S,1,naive,1,8
Epsilon,mRNA-1273.351,I,1,naive,1,0
Epsilon,mRNA-1273.351,R,1,naive,1,0
Epsilon,CoronaVac,S,1,naive,1,93
Epsilon,CoronaVac,I,1,naive,1,0
Epsilon,CoronaVac,R,1,naive,1,0
A,CP,S,>=2,infected,1,20
A,CP,I,>=2,infected,1,0
A,CP,R,>=2,infected,1,0
A,CP,S,1,infected,1,20
A,CP,I,1,infected,1,0
A,CP,R,1,infected,1,0
A,mRNA-1273,S,1,naive,2,110
A,mRNA-1273,I,1,naive,2,0
A,mRNA-1273,R,1,naive,2,0
Kappa,CP,S,1,infected,5,63
Kappa,CP,I,1,infected,5,44
Kappa,CP,R,1,infected,5,7
Kappa,CP,S,>=2,infected,3,31
Kappa,CP,I,>=2,infected,3,27
Kappa,CP,R,>=2,infected,3,6
Kappa,Ad26.COV2.S,S,>=2,naive,2,14
Kappa,Ad26.COV2.S,I,>=2,naive,2,2
Kappa,Ad26.COV2.S,R,>=2,naive,2,0
Kappa,Ad26.COV2.S,S,1,naive,2,4
Kappa,Ad26.COV2.S,I,1,naive,2,13
Kappa,Ad26.COV2.S,R,1,naive,2,3
Kappa,mRNA-1273,S,1,naive,5,18
Kappa,mRNA-1273,I,1,naive,5,50
Kappa,mRNA-1273,R,1,naive,5,2
Kappa,mRNA-1273,S,>=2,naive,1,0
Kappa,mRNA-1273,I,>=2,naive,1,11
Kappa,mRNA-1273,R,>=2,naive,1,2
Kappa,mRNA-1273,S,1,infected,1,5
Kappa,mRNA-1273,I,1,infected,1,10
Kappa,mRNA-1273,R,1,infected,1,0
Kappa,BNT162b2,S,1,naive,8,58
Kappa,BNT162b2,I,1,naive,8,85
Kappa,BNT162b2,R,1,naive,8,2
Kappa,AZD1222 + BNT162b2,S,1,naive,1,26
Kappa,AZD1222 + BNT162b2,I,1,naive,1,0
Kappa,AZD1222 + BNT162b2,R,1,naive,1,0
Kappa,ZF2001,S,1,naive,1,0
Kappa,ZF2001,I,1,naive,1,2
Kappa,ZF2001,R,1,naive,1,0
Kappa,CoronaVac,S,1,naive,1,14
Kappa,CoronaVac,I,1,naive,1,6
Kappa,CoronaVac,R,1,naive,1,0
Kappa,AZD1222,S,1,naive,3,59
Kappa,AZD1222,I,1,naive,3,41
Kappa,AZD1222,R,1,naive,3,1
Kappa,AZD1222,S,>=2,naive,1,0
Kappa,AZD1222,I,>=2,naive,1,0
Kappa,AZD1222,R,>=2,naive,1,5
Kappa,AZD1222,S,1,infected,1,18
Kappa,AZD1222,I,1,infected,1,0
Kappa,AZD1222,R,1,infected,1,0
Kappa,AZD1222 + AZD2816,S,>=2,naive,1,0
Kappa,AZD1222 + AZD2816,I,>=2,naive,1,6
Kappa,AZD1222 + AZD2816,R,>=2,naive,1,0
Kappa,BBV152,S,>=2,naive,1,52
Kappa,BBV152,I,>=2,naive,1,4
Kappa,BBV152,R,>=2,naive,1,0
B.1.1.241,CP,S,1,infected,1,34
B.1.1.241,CP,I,1,infected,1,0
B.1.1.241,CP,R,1,infected,1,0
Alpha/E484K,CP,S,1,infected,3,41
Alpha/E484K,CP,I,1,infected,3,40
Alpha/E484K,CP,R,1,infected,3,17
Alpha/E484K,CP,S,>=2,infected,1,20
Alpha/E484K,CP,I,>=2,infected,1,37
Alpha/E484K,CP,R,>=2,infected,1,1
Alpha/E484K,mRNA-1273,S,1,naive,3,10
Alpha/E484K,mRNA-1273,I,1,naive,3,21
Alpha/E484K,mRNA-1273,R,1,naive,3,2
Alpha/E484K,mRNA-1273,S,1,infected,1,4
Alpha/E484K,mRNA-1273,I,1,infected,1,10
Alpha/E484K,mRNA-1273,R,1,infected,1,1
Alpha/E484K,CoronaVac,S,1,naive,1,20
Alpha/E484K,CoronaVac,I,1,naive,1,0
Alpha/E484K,CoronaVac,R,1,naive,1,0
Alpha/E484K,ZF2001,S,1,naive,1,2
Alpha/E484K,ZF2001,I,1,naive,1,0
Alpha/E484K,ZF2001,R,1,naive,1,0
Alpha/E484K,BNT162b2,S,1,naive,2,22
Alpha/E484K,BNT162b2,I,1,naive,2,13
Alpha/E484K,BNT162b2,R,1,naive,2,6
B.1.463,CP,S,1,infected,1,20
B.1.463,CP,I,1,infected,1,27
B.1.463,CP,R,1,infected,1,3
B.1.463,BNT162b2,S,1,naive,1,85
B.1.463,BNT162b2,I,1,naive,1,1
B.1.463,BNT162b2,R,1,naive,1,0
Beta w/o K417N,CP,S,1,infected,1,19
Beta w/o K417N,CP,I,1,infected,1,29
Beta w/o K417N,CP,R,1,infected,1,0
Eta,CP,S,>=2,infected,2,21
Eta,CP,I,>=2,infected,2,7
Eta,CP,R,>=2,infected,2,0
Eta,mRNA-1273,S,1,naive,3,9
Eta,mRNA-1273,I,1,naive,3,28
Eta,mRNA-1273,R,1,naive,3,7
Eta,mRNA-1273,S,1,infected,1,6
Eta,mRNA-1273,I,1,infected,1,9
Eta,mRNA-1273,R,1,infected,1,0
Eta,BNT162b2,S,1,naive,3,57
Eta,BNT162b2,I,1,naive,3,13
Eta,BNT162b2,R,1,naive,3,17
Zeta,CP,S,1,infected,3,27
Zeta,CP,I,1,infected,3,12
Zeta,CP,R,1,infected,3,19
Zeta,CP,S,>=2,infected,2,5
Zeta,CP,I,>=2,infected,2,34
Zeta,CP,R,>=2,infected,2,4
Zeta,Ad26.COV2.S,S,>=2,naive,1,7
Zeta,Ad26.COV2.S,I,>=2,naive,1,1
Zeta,Ad26.COV2.S,R,>=2,naive,1,0
Zeta,BBV152,S,>=2,naive,1,32
Zeta,BBV152,I,>=2,naive,1,10
Zeta,BBV152,R,>=2,naive,1,0
Zeta,mRNA-1273,S,1,naive,2,39
Zeta,mRNA-1273,I,1,naive,2,9
Zeta,mRNA-1273,R,1,naive,2,3
Zeta,BNT162b2,S,1,naive,2,3
Zeta,BNT162b2,I,1,naive,2,35
Zeta,BNT162b2,R,1,naive,2,2
Zeta,BNT162b2,S,1,infected,1,0
Zeta,BNT162b2,I,1,infected,1,0
Zeta,BNT162b2,R,1,infected,1,2
B.1.160,CP,S,1,infected,1,18
B.1.160,CP,I,1,infected,1,0
B.1.160,CP,R,1,infected,1,0
B.1.160,BNT162b2,S,1,naive,1,5
B.1.160,BNT162b2,I,1,naive,1,0
B.1.160,BNT162b2,R,1,naive,1,0
COH.20G/677H,CP,S,1,infected,1,10
COH.20G/677H,CP,I,1,infected,1,0
COH.20G/677H,CP,R,1,infected,1,0
COH.20G/677H,BNT162b2,S,1,naive,1,5
COH.20G/677H,BNT162b2,I,1,naive,1,0
COH.20G/677H,BNT162b2,R,1,naive,1,0
Lambda,CP,S,1,infected,1,5
Lambda,CP,I,1,infected,1,2
Lambda,CP,R,1,infected,1,1
Lambda,CP,S,>=2,infected,1,5
Lambda,CP,I,>=2,infected,1,2
Lambda,CP,R,>=2,infected,1,1
Lambda,CoronaVac,S,>=2,naive,1,41
Lambda,CoronaVac,I,>=2,naive,1,31
Lambda,CoronaVac,R,>=2,naive,1,3
Lambda,BNT162b2,S,>=2,naive,2,76
Lambda,BNT162b2,I,>=2,naive,2,7
Lambda,BNT162b2,R,>=2,naive,2,1
Lambda,BNT162b2,S,1,naive,3,33
Lambda,BNT162b2,I,1,naive,3,15
Lambda,BNT162b2,R,1,naive,3,0
Lambda,Sputnik V,S,1,naive,1,8
Lambda,Sputnik V,I,1,naive,1,8
Lambda,Sputnik V,R,1,naive,1,1
Lambda,Sputnik V,S,>=2,naive,1,10
Lambda,Sputnik V,I,>=2,naive,1,8
Lambda,Sputnik V,R,>=2,naive,1,0
Lambda,mRNA-1273,S,1,naive,2,8
Lambda,mRNA-1273,I,1,naive,2,5
Lambda,mRNA-1273,R,1,naive,2,0
Lambda,mRNA-1273,S,>=2,naive,1,1
Lambda,mRNA-1273,I,>=2,naive,1,6
Lambda,mRNA-1273,R,>=2,naive,1,0
Lambda,Ad26.COV2.S,S,>=2,naive,1,3
Lambda,Ad26.COV2.S,I,>=2,naive,1,4
Lambda,Ad26.COV2.S,R,>=2,naive,1,1
Lambda,mRNA,S,1,naive,1,0
Lambda,mRNA,I,1,naive,1,30
Lambda,mRNA,R,1,naive,1,0
Delta plus,CP,S,>=2,infected,1,4
Delta plus,CP,I,>=2,infected,1,4
Delta plus,CP,R,>=2,infected,1,0
Delta plus,Ad26.COV2.S,S,1,naive,1,0
Delta plus,Ad26.COV2.S,I,1,naive,1,10
Delta plus,Ad26.COV2.S,R,1,naive,1,0
Delta plus,Ad26.COV2.S,S,>=2,naive,1,4
Delta plus,Ad26.COV2.S,I,>=2,naive,1,3
Delta plus,Ad26.COV2.S,R,>=2,naive,1,1
Delta plus,mRNA-1273,S,1,naive,2,3
Delta plus,mRNA-1273,I,1,naive,2,19
Delta plus,mRNA-1273,R,1,naive,2,0
Delta plus,mRNA-1273,S,>=2,naive,1,2
Delta plus,mRNA-1273,I,>=2,naive,1,5
Delta plus,mRNA-1273,R,>=2,naive,1,0
Delta plus,BNT162b2,S,1,naive,2,7
Delta plus,BNT162b2,I,1,naive,2,23
Delta plus,BNT162b2,R,1,naive,2,0
Delta plus,BNT162b2,S,>=2,naive,1,5
Delta plus,BNT162b2,I,>=2,naive,1,4
Delta plus,BNT162b2,R,>=2,naive,1,0
B.1.319,CP,S,1,infected,1,17
B.1.319,CP,I,1,infected,1,0
B.1.319,CP,R,1,infected,1,0
D.2,CP,S,>=2,infected,1,31
D.2,CP,I,>=2,infected,1,0
D.2,CP,R,>=2,infected,1,0
Iota w/o E484K,CP,S,1,infected,2,13
Iota w/o E484K,CP,I,1,infected,2,1
Iota w/o E484K,CP,R,1,infected,2,0
Iota w/o E484K,CP,S,>=2,infected,2,14
Iota w/o E484K,CP,I,>=2,infected,2,6
Iota w/o E484K,CP,R,>=2,infected,2,4
Iota w/o E484K,mRNA-1273,S,1,naive,3,36
Iota w/o E484K,mRNA-1273,I,1,naive,3,1
Iota w/o E484K,mRNA-1273,R,1,naive,3,1
