variant,rx_name,level,month,infection,num_study,num_result
B,CP,low,>=2,infected,16,60
B,CP,middle,>=2,infected,16,90
B,CP,high,>=2,infected,16,439
B,CoronaVac,low,>=2,naive,2,43
B,CoronaVac,middle,>=2,naive,2,93
B,CoronaVac,high,>=2,naive,2,180
B,CoronaVac,low,1,naive,3,22
B,CoronaVac,middle,1,naive,3,20
B,CoronaVac,high,1,naive,3,80
B,BNT162b2,low,>=2,naive,3,1
B,BNT162b2,middle,>=2,naive,3,1
B,BNT162b2,high,>=2,naive,3,125
B,BNT162b2,low,1,naive,20,9
B,BNT162b2,middle,1,naive,20,21
B,BNT162b2,high,1,naive,20,582
B,BNT162b2,low,1,infected,4,0
B,BNT162b2,middle,1,infected,4,1
B,BNT162b2,high,1,infected,4,67
B,AZD1222,low,1,naive,8,8
B,AZD1222,middle,1,naive,8,14
B,AZD1222,high,1,naive,8,260
B,AZD1222 + BNT162b2,low,1,naive,2,0
B,AZD1222 + BNT162b2,middle,1,naive,2,1
B,AZD1222 + BNT162b2,high,1,naive,2,64
B,Sputnik V,low,>=2,naive,2,7
B,Sputnik V,middle,>=2,naive,2,4
B,Sputnik V,high,>=2,naive,2,69
B,Sputnik V,low,1,naive,2,0
B,Sputnik V,middle,1,naive,2,4
B,Sputnik V,high,1,naive,2,73
B,ZF2001,low,1,naive,1,0
B,ZF2001,middle,1,naive,1,5
B,ZF2001,high,1,naive,1,7
B,BBIBP-CorV,low,1,naive,2,10
B,BBIBP-CorV,middle,1,naive,2,17
B,BBIBP-CorV,high,1,naive,2,10
B,MVC-COV1901,low,1,naive,1,0
B,MVC-COV1901,middle,1,naive,1,0
B,MVC-COV1901,high,1,naive,1,45
B,mRNA-1273,low,1,naive,4,27
B,mRNA-1273,middle,1,naive,4,28
B,mRNA-1273,high,1,naive,4,71
B,mRNA-1273,low,>=2,naive,1,0
B,mRNA-1273,middle,>=2,naive,1,1
B,mRNA-1273,high,>=2,naive,1,32
B,mRNA-1273,low,1,infected,1,0
B,mRNA-1273,middle,1,infected,1,0
B,mRNA-1273,high,1,infected,1,3
Alpha,CP,low,1,infected,36,157
Alpha,CP,middle,1,infected,36,126
Alpha,CP,high,1,infected,36,631
Alpha,CP,low,>=2,infected,25,137
Alpha,CP,middle,>=2,infected,25,62
Alpha,CP,high,>=2,infected,25,651
Alpha,mRNA-1273,low,1,naive,14,59
Alpha,mRNA-1273,middle,1,naive,14,21
Alpha,mRNA-1273,high,1,naive,14,421
Alpha,mRNA-1273,low,>=2,naive,1,0
Alpha,mRNA-1273,middle,>=2,naive,1,0
Alpha,mRNA-1273,high,>=2,naive,1,7
Alpha,mRNA-1273,low,1,infected,1,2
Alpha,mRNA-1273,middle,1,infected,1,1
Alpha,mRNA-1273,high,1,infected,1,12
Alpha,BNT162b2,low,1,naive,42,28
Alpha,BNT162b2,middle,1,naive,42,163
Alpha,BNT162b2,high,1,naive,42,1116
Alpha,BNT162b2,low,>=2,naive,5,33
Alpha,BNT162b2,middle,>=2,naive,5,13
Alpha,BNT162b2,high,>=2,naive,5,171
Alpha,BNT162b2,low,1,infected,6,0
Alpha,BNT162b2,middle,1,infected,6,1
Alpha,BNT162b2,high,1,infected,6,61
Alpha,CoronaVac,low,>=2,naive,2,69
Alpha,CoronaVac,middle,>=2,naive,2,26
Alpha,CoronaVac,high,>=2,naive,2,24
Alpha,CoronaVac,low,1,naive,2,77
Alpha,CoronaVac,middle,1,naive,2,7
Alpha,CoronaVac,high,1,naive,2,1
Alpha,Ad26.COV2.S,low,>=2,naive,4,6
Alpha,Ad26.COV2.S,middle,>=2,naive,4,12
Alpha,Ad26.COV2.S,high,>=2,naive,4,27
Alpha,Ad26.COV2.S,low,1,naive,1,4
Alpha,Ad26.COV2.S,middle,1,naive,1,2
Alpha,Ad26.COV2.S,high,1,naive,1,4
Alpha,AZD1222,low,1,naive,6,49
Alpha,AZD1222,middle,1,naive,6,44
Alpha,AZD1222,high,1,naive,6,99
Alpha,AZD1222,low,>=2,naive,1,0
Alpha,AZD1222,middle,>=2,naive,1,0
Alpha,AZD1222,high,>=2,naive,1,20
Alpha,AZD1222 + BNT162b2,low,1,naive,3,0
Alpha,AZD1222 + BNT162b2,middle,1,naive,3,11
Alpha,AZD1222 + BNT162b2,high,1,naive,3,80
Alpha,Sputnik V,low,>=2,naive,2,24
Alpha,Sputnik V,middle,>=2,naive,2,6
Alpha,Sputnik V,high,>=2,naive,2,27
Alpha,Sputnik V,low,1,naive,3,16
Alpha,Sputnik V,middle,1,naive,3,8
Alpha,Sputnik V,high,1,naive,3,27
Alpha,MVC-COV1901,low,1,naive,1,0
Alpha,MVC-COV1901,middle,1,naive,1,6
Alpha,MVC-COV1901,high,1,naive,1,39
Alpha,BBV152,low,1,naive,1,3
Alpha,BBV152,middle,1,naive,1,11
Alpha,BBV152,high,1,naive,1,24
Alpha,BBV152,low,>=2,naive,1,0
Alpha,BBV152,middle,>=2,naive,1,15
Alpha,BBV152,high,>=2,naive,1,13
Alpha,NVX-CoV2373,low,1,naive,1,1
Alpha,NVX-CoV2373,middle,1,naive,1,3
Alpha,NVX-CoV2373,high,1,naive,1,24
Alpha,BBIBP-CorV,low,1,naive,1,5
Alpha,BBIBP-CorV,middle,1,naive,1,14
Alpha,BBIBP-CorV,high,1,naive,1,6
Beta,CP,low,1,infected,36,355
Beta,CP,middle,1,infected,36,145
Beta,CP,high,1,infected,36,553
Beta,CP,low,>=2,infected,21,227
Beta,CP,middle,>=2,infected,21,120
Beta,CP,high,>=2,infected,21,486
Beta,mRNA-1273,low,1,naive,16,133
Beta,mRNA-1273,middle,1,naive,16,72
Beta,mRNA-1273,high,1,naive,16,316
Beta,mRNA-1273,low,>=2,naive,3,40
Beta,mRNA-1273,middle,>=2,naive,3,5
Beta,mRNA-1273,high,>=2,naive,3,7
Beta,mRNA-1273,low,1,infected,2,13
Beta,mRNA-1273,middle,1,infected,2,10
Beta,mRNA-1273,high,1,infected,2,13
Beta,BNT162b2,low,1,naive,45,315
Beta,BNT162b2,middle,1,naive,45,349
Beta,BNT162b2,high,1,naive,45,716
Beta,BNT162b2,low,>=2,naive,6,56
Beta,BNT162b2,middle,>=2,naive,6,46
Beta,BNT162b2,high,>=2,naive,6,37
Beta,BNT162b2,low,1,infected,9,10
Beta,BNT162b2,middle,1,infected,9,5
Beta,BNT162b2,high,1,infected,9,101
Beta,Ad26.COV2.S,low,>=2,naive,4,16
Beta,Ad26.COV2.S,middle,>=2,naive,4,19
Beta,Ad26.COV2.S,high,>=2,naive,4,8
Beta,Ad26.COV2.S,low,1,naive,3,46
Beta,Ad26.COV2.S,middle,1,naive,3,5
Beta,Ad26.COV2.S,high,1,naive,3,5
Beta,Ad26.COV2.S,low,1,infected,1,1
Beta,Ad26.COV2.S,middle,1,infected,1,1
Beta,Ad26.COV2.S,high,1,infected,1,37
Beta,AZD1222,low,1,naive,5,70
Beta,AZD1222,middle,1,naive,5,81
Beta,AZD1222,high,1,naive,5,7
Beta,AZD1222,low,>=2,naive,1,1
Beta,AZD1222,middle,>=2,naive,1,5
Beta,AZD1222,high,>=2,naive,1,14
Beta,AZD1222 + BNT162b2,low,1,naive,3,16
Beta,AZD1222 + BNT162b2,middle,1,naive,3,26
Beta,AZD1222 + BNT162b2,high,1,naive,3,49
Beta,Sputnik V,low,>=2,naive,2,23
Beta,Sputnik V,middle,>=2,naive,2,5
Beta,Sputnik V,high,>=2,naive,2,14
Beta,Sputnik V,low,1,naive,3,20
Beta,Sputnik V,middle,1,naive,3,8
Beta,Sputnik V,high,1,naive,3,4
Beta,ZF2001,low,1,naive,1,1
Beta,ZF2001,middle,1,naive,1,10
Beta,ZF2001,high,1,naive,1,1
Beta,BBIBP-CorV,low,1,naive,2,19
Beta,BBIBP-CorV,middle,1,naive,2,16
Beta,BBIBP-CorV,high,1,naive,2,2
Beta,MVC-COV1901,low,1,naive,1,17
Beta,MVC-COV1901,middle,1,naive,1,21
Beta,MVC-COV1901,high,1,naive,1,7
Beta,NVX-CoV2373,low,1,naive,1,6
Beta,NVX-CoV2373,middle,1,naive,1,13
Beta,NVX-CoV2373,high,1,naive,1,4
Beta,CoronaVac,low,1,naive,2,80
Beta,CoronaVac,middle,1,naive,2,5
Beta,CoronaVac,high,1,naive,2,0
Beta,BBV152,low,1,naive,1,6
Beta,BBV152,middle,1,naive,1,4
Beta,BBV152,high,1,naive,1,7
Gamma,CP,low,1,infected,18,86
Gamma,CP,middle,1,infected,18,41
Gamma,CP,high,1,infected,18,234
Gamma,CP,low,>=2,infected,11,85
Gamma,CP,middle,>=2,infected,11,25
Gamma,CP,high,>=2,infected,11,346
Gamma,mRNA-1273,low,1,naive,6,13
Gamma,mRNA-1273,middle,1,naive,6,27
Gamma,mRNA-1273,high,1,naive,6,210
Gamma,mRNA-1273,low,>=2,naive,1,20
Gamma,mRNA-1273,middle,>=2,naive,1,20
Gamma,mRNA-1273,high,>=2,naive,1,0
Gamma,mRNA-1273,low,1,infected,1,5
Gamma,mRNA-1273,middle,1,infected,1,6
Gamma,mRNA-1273,high,1,infected,1,4
Gamma,BNT162b2,low,1,naive,20,21
Gamma,BNT162b2,middle,1,naive,20,102
Gamma,BNT162b2,high,1,naive,20,489
Gamma,BNT162b2,low,>=2,naive,2,1
Gamma,BNT162b2,middle,>=2,naive,2,18
Gamma,BNT162b2,high,>=2,naive,2,73
Gamma,BNT162b2,low,1,infected,2,0
Gamma,BNT162b2,middle,1,infected,2,1
Gamma,BNT162b2,high,1,infected,2,14
Gamma,CoronaVac,low,>=2,naive,3,102
Gamma,CoronaVac,middle,>=2,naive,3,18
Gamma,CoronaVac,high,>=2,naive,3,31
Gamma,CoronaVac,low,1,naive,1,62
Gamma,CoronaVac,middle,1,naive,1,9
Gamma,CoronaVac,high,1,naive,1,3
Gamma,Ad26.COV2.S,low,>=2,naive,3,9
Gamma,Ad26.COV2.S,middle,>=2,naive,3,11
Gamma,Ad26.COV2.S,high,>=2,naive,3,15
Gamma,Ad26.COV2.S,low,1,naive,1,4
Gamma,Ad26.COV2.S,middle,1,naive,1,3
Gamma,Ad26.COV2.S,high,1,naive,1,3
Gamma,AZD1222,low,1,naive,3,42
Gamma,AZD1222,middle,1,naive,3,13
Gamma,AZD1222,high,1,naive,3,15
Gamma,AZD1222 + BNT162b2,low,1,naive,2,11
Gamma,AZD1222 + BNT162b2,middle,1,naive,2,24
Gamma,AZD1222 + BNT162b2,high,1,naive,2,30
Gamma,Sputnik V,low,>=2,naive,2,30
Gamma,Sputnik V,middle,>=2,naive,2,3
Gamma,Sputnik V,high,>=2,naive,2,16
Gamma,Sputnik V,low,1,naive,1,21
Gamma,Sputnik V,middle,1,naive,1,4
Gamma,Sputnik V,high,1,naive,1,10
Iota,CP,low,1,infected,3,4
Iota,CP,middle,1,infected,3,6
Iota,CP,high,1,infected,3,44
Iota,CP,low,>=2,infected,2,7
Iota,CP,middle,>=2,infected,2,2
Iota,CP,high,>=2,infected,2,13
Iota,mRNA-1273,low,1,naive,6,4
Iota,mRNA-1273,middle,1,naive,6,33
Iota,mRNA-1273,high,1,naive,6,64
Iota,mRNA-1273,low,>=2,naive,1,0
Iota,mRNA-1273,middle,>=2,naive,1,0
Iota,mRNA-1273,high,>=2,naive,1,5
Iota,mRNA-1273,low,1,infected,1,3
Iota,mRNA-1273,middle,1,infected,1,2
Iota,mRNA-1273,high,1,infected,1,10
Iota,BNT162b2,low,1,naive,4,0
Iota,BNT162b2,middle,1,naive,4,0
Iota,BNT162b2,high,1,naive,4,45
Iota,BNT162b2,low,>=2,naive,1,0
Iota,BNT162b2,middle,>=2,naive,1,0
Iota,BNT162b2,high,>=2,naive,1,3
A,CP,low,1,infected,8,24
A,CP,middle,1,infected,8,11
A,CP,high,1,infected,8,98
A,CP,low,>=2,infected,5,19
A,CP,middle,>=2,infected,5,7
A,CP,high,>=2,infected,5,93
A,mRNA-1273,low,1,naive,8,27
A,mRNA-1273,middle,1,naive,8,29
A,mRNA-1273,high,1,naive,8,215
A,mRNA-1273,low,>=2,naive,1,0
A,mRNA-1273,middle,>=2,naive,1,0
A,mRNA-1273,high,>=2,naive,1,26
A,mRNA-1273,low,1,infected,1,1
A,mRNA-1273,middle,1,infected,1,2
A,mRNA-1273,high,1,infected,1,12
A,BNT162b2,low,1,naive,16,2
A,BNT162b2,middle,1,naive,16,14
A,BNT162b2,high,1,naive,16,393
A,BNT162b2,low,>=2,naive,3,0
A,BNT162b2,middle,>=2,naive,3,40
A,BNT162b2,high,>=2,naive,3,18
A,BNT162b2,low,1,infected,2,0
A,BNT162b2,middle,1,infected,2,0
A,BNT162b2,high,1,infected,2,18
A,Ad26.COV2.S,low,1,naive,1,1
A,Ad26.COV2.S,middle,1,naive,1,0
A,Ad26.COV2.S,high,1,naive,1,9
A,Ad26.COV2.S,low,>=2,naive,1,1
A,Ad26.COV2.S,middle,>=2,naive,1,0
A,Ad26.COV2.S,high,>=2,naive,1,7
Delta,CP,low,1,infected,7,40
Delta,CP,middle,1,infected,7,43
Delta,CP,high,1,infected,7,120
Delta,CP,low,>=2,infected,8,56
Delta,CP,middle,>=2,infected,8,38
Delta,CP,high,>=2,infected,8,99
Delta,BNT162b2,low,1,naive,12,14
Delta,BNT162b2,middle,1,naive,12,41
Delta,BNT162b2,high,1,naive,12,349
Delta,BNT162b2,low,>=2,naive,6,64
Delta,BNT162b2,middle,>=2,naive,6,60
Delta,BNT162b2,high,>=2,naive,6,129
Delta,Ad26.COV2.S,low,1,naive,3,30
Delta,Ad26.COV2.S,middle,1,naive,3,6
Delta,Ad26.COV2.S,high,1,naive,3,3
Delta,Ad26.COV2.S,low,>=2,naive,3,8
Delta,Ad26.COV2.S,middle,>=2,naive,3,7
Delta,Ad26.COV2.S,high,>=2,naive,3,10
Delta,Ad26.COV2.S,low,1,infected,1,2
Delta,Ad26.COV2.S,middle,1,infected,1,1
Delta,Ad26.COV2.S,high,1,infected,1,36
Delta,AZD1222,low,1,naive,6,113
Delta,AZD1222,middle,1,naive,6,75
Delta,AZD1222,high,1,naive,6,48
Delta,AZD1222,low,>=2,naive,1,1
Delta,AZD1222,middle,>=2,naive,1,3
Delta,AZD1222,high,>=2,naive,1,16
Delta,AZD1222,low,1,infected,1,0
Delta,AZD1222,middle,1,infected,1,0
Delta,AZD1222,high,1,infected,1,19
Delta,AZD1222 + BNT162b2,low,1,naive,2,55
Delta,AZD1222 + BNT162b2,middle,1,naive,2,1
Delta,AZD1222 + BNT162b2,high,1,naive,2,63
Delta,mRNA-1273,low,1,naive,6,8
Delta,mRNA-1273,middle,1,naive,6,33
Delta,mRNA-1273,high,1,naive,6,56
Delta,mRNA-1273,low,>=2,naive,2,0
Delta,mRNA-1273,middle,>=2,naive,2,1
Delta,mRNA-1273,high,>=2,naive,2,19
Delta,mRNA-1273,low,1,infected,1,2
Delta,mRNA-1273,middle,1,infected,1,7
Delta,mRNA-1273,high,1,infected,1,6
Delta,Sputnik V,low,>=2,naive,2,11
Delta,Sputnik V,middle,>=2,naive,2,4
Delta,Sputnik V,high,>=2,naive,2,16
Delta,Sputnik V,low,1,naive,1,4
Delta,Sputnik V,middle,1,naive,1,5
Delta,Sputnik V,high,1,naive,1,10
Delta,BBV152,low,1,naive,1,5
Delta,BBV152,middle,1,naive,1,2
Delta,BBV152,high,1,naive,1,10
Delta,BBV152,low,>=2,naive,1,0
Delta,BBV152,middle,>=2,naive,1,0
Delta,BBV152,high,>=2,naive,1,42
Delta,BBV152,low,>=2,infected,1,0
Delta,BBV152,middle,>=2,infected,1,0
Delta,BBV152,high,>=2,infected,1,44
Delta,CoronaVac,low,1,naive,1,60
Delta,CoronaVac,middle,1,naive,1,0
Delta,CoronaVac,high,1,naive,1,0
B.1.1.298,CP,low,1,infected,2,6
B.1.1.298,CP,middle,1,infected,2,10
B.1.1.298,CP,high,1,infected,2,63
B.1.1.298,BNT162b2,low,1,naive,1,0
B.1.1.298,BNT162b2,middle,1,naive,1,4
B.1.1.298,BNT162b2,high,1,naive,1,8
B.1.1.117,CP,low,1,infected,1,0
B.1.1.117,CP,middle,1,infected,1,3
B.1.1.117,CP,high,1,infected,1,17
Epsilon,CP,low,>=2,infected,3,1
Epsilon,CP,middle,>=2,infected,3,7
Epsilon,CP,high,>=2,infected,3,18
Epsilon,CP,low,1,infected,4,8
Epsilon,CP,middle,1,infected,4,6
Epsilon,CP,high,1,infected,4,18
Epsilon,Ad26.COV2.S,low,>=2,naive,2,7
Epsilon,Ad26.COV2.S,middle,>=2,naive,2,11
Epsilon,Ad26.COV2.S,high,>=2,naive,2,9
Epsilon,Ad26.COV2.S,low,1,naive,1,5
Epsilon,Ad26.COV2.S,middle,1,naive,1,2
Epsilon,Ad26.COV2.S,high,1,naive,1,3
Epsilon,mRNA-1273,low,1,naive,7,16
Epsilon,mRNA-1273,middle,1,naive,7,26
Epsilon,mRNA-1273,high,1,naive,7,126
Epsilon,mRNA-1273,low,1,infected,1,6
Epsilon,mRNA-1273,middle,1,infected,1,9
Epsilon,mRNA-1273,high,1,infected,1,15
Epsilon,BNT162b2,low,1,naive,4,6
Epsilon,BNT162b2,middle,1,naive,4,13
Epsilon,BNT162b2,high,1,naive,4,55
Epsilon,BNT162b2,low,1,infected,1,0
Epsilon,BNT162b2,middle,1,infected,1,0
Epsilon,BNT162b2,high,1,infected,1,5
Epsilon,NVX-CoV2373,low,1,naive,1,0
Epsilon,NVX-CoV2373,middle,1,naive,1,2
Epsilon,NVX-CoV2373,high,1,naive,1,21
Kappa,CP,low,1,infected,4,19
Kappa,CP,middle,1,infected,4,25
Kappa,CP,high,1,infected,4,50
Kappa,CP,low,>=2,infected,3,5
Kappa,CP,middle,>=2,infected,3,22
Kappa,CP,high,>=2,infected,3,37
Kappa,Ad26.COV2.S,low,1,naive,2,13
Kappa,Ad26.COV2.S,middle,1,naive,2,5
Kappa,Ad26.COV2.S,high,1,naive,2,2
Kappa,Ad26.COV2.S,low,>=2,naive,2,1
Kappa,Ad26.COV2.S,middle,>=2,naive,2,2
Kappa,Ad26.COV2.S,high,>=2,naive,2,13
Kappa,mRNA-1273,low,1,naive,4,13
Kappa,mRNA-1273,middle,1,naive,4,4
Kappa,mRNA-1273,high,1,naive,4,33
Kappa,mRNA-1273,low,>=2,naive,1,0
Kappa,mRNA-1273,middle,>=2,naive,1,2
Kappa,mRNA-1273,high,>=2,naive,1,11
Kappa,mRNA-1273,low,1,infected,1,3
Kappa,mRNA-1273,middle,1,infected,1,7
Kappa,mRNA-1273,high,1,infected,1,5
Kappa,BNT162b2,low,1,naive,7,3
Kappa,BNT162b2,middle,1,naive,7,17
Kappa,BNT162b2,high,1,naive,7,109
Kappa,AZD1222 + BNT162b2,low,1,naive,1,0
Kappa,AZD1222 + BNT162b2,middle,1,naive,1,0
Kappa,AZD1222 + BNT162b2,high,1,naive,1,26
Kappa,ZF2001,low,1,naive,1,0
Kappa,ZF2001,middle,1,naive,1,0
Kappa,ZF2001,high,1,naive,1,2
Kappa,CoronaVac,low,1,naive,1,16
Kappa,CoronaVac,middle,1,naive,1,4
Kappa,CoronaVac,high,1,naive,1,0
Kappa,AZD1222,low,1,naive,3,3
Kappa,AZD1222,middle,1,naive,3,52
Kappa,AZD1222,high,1,naive,3,46
Kappa,AZD1222,low,1,infected,1,0
Kappa,AZD1222,middle,1,infected,1,0
Kappa,AZD1222,high,1,infected,1,18
Kappa,BBV152,low,>=2,naive,1,0
Kappa,BBV152,middle,>=2,naive,1,19
Kappa,BBV152,high,>=2,naive,1,9
Alpha/E484K,CP,low,>=2,infected,2,19
Alpha/E484K,CP,middle,>=2,infected,2,8
Alpha/E484K,CP,high,>=2,infected,2,32
Alpha/E484K,CP,low,1,infected,2,20
Alpha/E484K,CP,middle,1,infected,2,19
Alpha/E484K,CP,high,1,infected,2,39
Alpha/E484K,mRNA-1273,low,1,naive,3,15
Alpha/E484K,mRNA-1273,middle,1,naive,3,2
Alpha/E484K,mRNA-1273,high,1,naive,3,16
Alpha/E484K,mRNA-1273,low,1,infected,1,7
Alpha/E484K,mRNA-1273,middle,1,infected,1,4
Alpha/E484K,mRNA-1273,high,1,infected,1,4
Alpha/E484K,ZF2001,low,1,naive,1,0
Alpha/E484K,ZF2001,middle,1,naive,1,0
Alpha/E484K,ZF2001,high,1,naive,1,2
Alpha/E484K,CoronaVac,low,1,naive,1,7
Alpha/E484K,CoronaVac,middle,1,naive,1,13
Alpha/E484K,CoronaVac,high,1,naive,1,0
Alpha/E484K,BNT162b2,low,1,naive,1,0
Alpha/E484K,BNT162b2,middle,1,naive,1,1
Alpha/E484K,BNT162b2,high,1,naive,1,19
B.1.463,CP,low,1,infected,1,49
B.1.463,CP,middle,1,infected,1,1
B.1.463,CP,high,1,infected,1,0
B.1.463,BNT162b2,low,1,naive,1,1
B.1.463,BNT162b2,middle,1,naive,1,7
B.1.463,BNT162b2,high,1,naive,1,78
Beta w/o K417N,CP,low,>=2,infected,1,2
Beta w/o K417N,CP,middle,>=2,infected,1,0
Beta w/o K417N,CP,high,>=2,infected,1,16
Eta,CP,low,>=2,infected,1,0
Eta,CP,middle,>=2,infected,1,0
Eta,CP,high,>=2,infected,1,16
Eta,mRNA-1273,low,1,naive,3,8
Eta,mRNA-1273,middle,1,naive,3,8
Eta,mRNA-1273,high,1,naive,3,28
Eta,mRNA-1273,low,1,infected,1,3
Eta,mRNA-1273,middle,1,infected,1,7
Eta,mRNA-1273,high,1,infected,1,5
Eta,BNT162b2,low,1,naive,3,0
Eta,BNT162b2,middle,1,naive,3,1
Eta,BNT162b2,high,1,naive,3,86
B.1.1.241,CP,low,1,infected,1,0
B.1.1.241,CP,middle,1,infected,1,0
B.1.1.241,CP,high,1,infected,1,34
B.1.1.241,BNT162b2,low,1,naive,1,0
B.1.1.241,BNT162b2,middle,1,naive,1,0
B.1.1.241,BNT162b2,high,1,naive,1,30
Zeta,CP,low,1,infected,2,21
Zeta,CP,middle,1,infected,2,5
Zeta,CP,high,1,infected,2,10
Zeta,CP,low,>=2,infected,2,41
Zeta,CP,middle,>=2,infected,2,0
Zeta,CP,high,>=2,infected,2,1
Zeta,Ad26.COV2.S,low,>=2,naive,1,2
Zeta,Ad26.COV2.S,middle,>=2,naive,1,1
Zeta,Ad26.COV2.S,high,>=2,naive,1,5
Zeta,BBV152,low,>=2,naive,1,3
Zeta,BBV152,middle,>=2,naive,1,11
Zeta,BBV152,high,>=2,naive,1,28
Zeta,mRNA-1273,low,1,naive,1,8
Zeta,mRNA-1273,middle,1,naive,1,0
Zeta,mRNA-1273,high,1,naive,1,0
Zeta,BNT162b2,low,1,naive,1,5
Zeta,BNT162b2,middle,1,naive,1,0
Zeta,BNT162b2,high,1,naive,1,0
Zeta,BNT162b2,low,1,infected,1,0
Zeta,BNT162b2,middle,1,infected,1,1
Zeta,BNT162b2,high,1,infected,1,0
Lambda,CP,low,1,infected,2,2
Lambda,CP,middle,1,infected,2,2
Lambda,CP,high,1,infected,2,10
Lambda,CP,low,>=2,infected,2,2
Lambda,CP,middle,>=2,infected,2,2
Lambda,CP,high,>=2,infected,2,6
Lambda,CoronaVac,low,>=2,naive,1,35
Lambda,CoronaVac,middle,>=2,naive,1,23
Lambda,CoronaVac,high,>=2,naive,1,17
Lambda,BNT162b2,low,>=2,naive,2,2
Lambda,BNT162b2,middle,>=2,naive,2,2
Lambda,BNT162b2,high,>=2,naive,2,63
Lambda,BNT162b2,low,1,naive,4,0
Lambda,BNT162b2,middle,1,naive,4,3
Lambda,BNT162b2,high,1,naive,4,55
Lambda,Sputnik V,low,1,naive,1,13
Lambda,Sputnik V,middle,1,naive,1,3
Lambda,Sputnik V,high,1,naive,1,1
Lambda,Sputnik V,low,>=2,naive,1,13
Lambda,Sputnik V,middle,>=2,naive,1,2
Lambda,Sputnik V,high,>=2,naive,1,3
Lambda,mRNA-1273,low,1,naive,2,0
Lambda,mRNA-1273,middle,1,naive,2,0
Lambda,mRNA-1273,high,1,naive,2,13
Lambda,mRNA-1273,low,>=2,naive,1,0
Lambda,mRNA-1273,middle,>=2,naive,1,1
Lambda,mRNA-1273,high,>=2,naive,1,6
Lambda,Ad26.COV2.S,low,>=2,naive,1,5
Lambda,Ad26.COV2.S,middle,>=2,naive,1,3
Lambda,Ad26.COV2.S,high,>=2,naive,1,0
Delta/K417N,CP,low,>=2,infected,1,0
Delta/K417N,CP,middle,>=2,infected,1,4
