iso_name,rx_name,titer,month,infection,num_result,variant
B.1,CP,211.0,1,infected,1,B.1
B.1,CP,579.0,1,infected,1,B.1
B.1,CP,503.0,1,infected,1,B.1
B.1,CP,1214.0,1,infected,1,B.1
B.1,CP,1324.0,1,infected,1,B.1
B.1,CP,822.0,1,infected,1,B.1
B.1,CP,1332.0,1,infected,1,B.1
B,CP,15.0,1,infected,1,B
B,CP,120.0,1,infected,1,B
B,CP,80.0,1,infected,1,B
B,CP,120.0,1,infected,1,B
B,CP,120.0,1,infected,1,B
B,CP,640.0,1,infected,1,B
B,CP,15.0,1,infected,1,B
B,CP,120.0,1,infected,1,B
B,CP,120.0,1,infected,1,B
B,CP,640.0,1,infected,1,B
B,CP,40.0,1,infected,1,B
B,CP,960.0,1,infected,1,B
B,CP,80.0,1,infected,1,B
B,CP,20.0,1,infected,1,B
B,CP,640.0,1,infected,1,B
B,CP,10240.0,1,infected,1,B
B,CP,60.0,1,infected,1,B
B.1,CP,60.0,1,infected,1,B.1
B.1,CP,30.0,1,infected,1,B.1
B.1,CP,20.0,1,infected,1,B.1
B.1,CP,80.0,1,infected,1,B.1
B.1,CP,320.0,1,infected,1,B.1
B.1,CP,80.0,1,infected,1,B.1
B.1,CP,40.0,1,infected,1,B.1
B.1,CP,320.0,1,infected,1,B.1
B.1,CP,320.0,1,infected,1,B.1
B.1,CP,30.0,1,infected,1,B.1
B.1,CP,480.0,1,infected,1,B.1
B.1,CP,10240.0,1,infected,1,B.1
B.1,CP,30.0,1,infected,1,B.1
B.1,CP,17653.0,1,infected,1,B.1
B.1,CP,7146.0,1,infected,1,B.1
B.1,CP,5946.0,1,infected,1,B.1
B.1,CP,5444.0,1,infected,1,B.1
B.1,CP,4238.0,1,infected,1,B.1
B.1,CP,3895.0,1,infected,1,B.1
B.1,CP,4602.0,1,infected,1,B.1
B.1,CP,2464.0,1,infected,1,B.1
B.1,CP,2711.0,1,infected,1,B.1
B.1,CP,2174.0,1,infected,1,B.1
B.1,CP,2295.0,1,infected,1,B.1
B.1,CP,2012.0,1,infected,1,B.1
B.1,CP,1590.0,1,infected,1,B.1
B.1,CP,1330.0,1,infected,1,B.1
B.1,CP,1253.0,1,infected,1,B.1
B.1,CP,1024.0,1,infected,1,B.1
B.1,CP,994.0,1,infected,1,B.1
B.1,CP,894.0,1,infected,1,B.1
B.1,CP,878.0,1,infected,1,B.1
B.1,CP,806.0,1,infected,1,B.1
Iota,CP,426.0,1,infected,1,Iota
Iota,CP,3179.0,1,infected,1,Iota
Iota,CP,6356.0,1,infected,1,Iota
Iota,CP,2737.0,1,infected,1,Iota
Iota,CP,6415.0,1,infected,1,Iota
Iota,CP,3649.0,1,infected,1,Iota
Iota,CP,433.0,1,infected,1,Iota
Iota,CP,3100.0,1,infected,1,Iota
Iota,CP,735.0,1,infected,1,Iota
Iota,CP,1943.0,1,infected,1,Iota
Iota,CP,1092.0,1,infected,1,Iota
Iota,CP,968.0,1,infected,1,Iota
Iota,CP,931.0,1,infected,1,Iota
Iota,CP,435.0,1,infected,1,Iota
Iota,CP,505.0,1,infected,1,Iota
Iota,CP,1369.0,1,infected,1,Iota
Iota,CP,806.0,1,infected,1,Iota
Iota,CP,1549.0,1,infected,1,Iota
Iota,CP,578.0,1,infected,1,Iota
Iota,CP,1106.0,1,infected,1,Iota
A,CP,10246.0,1,infected,1,A
A,CP,7639.0,1,infected,1,A
A,CP,4996.0,1,infected,1,A
A,CP,4256.0,1,infected,1,A
A,CP,3833.0,1,infected,1,A
A,CP,4245.0,1,infected,1,A
A,CP,3695.0,1,infected,1,A
A,CP,2780.0,1,infected,1,A
A,CP,3139.0,1,infected,1,A
A,CP,2727.0,1,infected,1,A
A,CP,2438.0,1,infected,1,A
A,CP,2233.0,1,infected,1,A
A,CP,2238.0,1,infected,1,A
A,CP,1786.0,1,infected,1,A
A,CP,1416.0,1,infected,1,A
A,CP,1534.0,1,infected,1,A
A,CP,1252.0,1,infected,1,A
A,CP,1243.0,1,infected,1,A
A,CP,674.0,1,infected,1,A
A,CP,178.0,1,infected,1,A
Iota,CP,1168.0,1,infected,1,Iota
Iota,CP,5510.0,1,infected,1,Iota
Iota,CP,1186.0,1,infected,1,Iota
Iota,CP,3930.0,1,infected,1,Iota
Iota,CP,4010.0,1,infected,1,Iota
Iota,CP,482.0,1,infected,1,Iota
Iota,CP,2894.0,1,infected,1,Iota
Iota,CP,8207.0,1,infected,1,Iota
Iota,CP,2202.0,1,infected,1,Iota
Iota,CP,3960.0,1,infected,1,Iota
Iota,CP,1101.0,1,infected,1,Iota
Iota,CP,2503.0,1,infected,1,Iota
Iota,CP,693.0,1,infected,1,Iota
Iota,CP,1044.0,1,infected,1,Iota
Iota,CP,1488.0,1,infected,1,Iota
Iota,CP,189.0,1,infected,1,Iota
Iota,CP,961.0,1,infected,1,Iota
Iota,CP,898.0,1,infected,1,Iota
Iota,CP,899.0,1,infected,1,Iota
Iota,CP,248.0,1,infected,1,Iota
B,CP,1550.0,1,infected,1,B
Delta,CP,578.0,1,infected,1,Delta
Beta,CP,130.0,1,infected,1,Beta
B,CP,4313.0,1,infected,1,B
Delta,CP,3888.0,1,infected,1,Delta
Beta,CP,256.0,1,infected,1,Beta
B,CP,1600.0,1,infected,1,B
Delta,CP,1600.0,1,infected,1,Delta
Beta,CP,109.0,1,infected,1,Beta
B,CP,839.0,1,infected,1,B
Delta,CP,398.0,1,infected,1,Delta
Beta,CP,157.0,1,infected,1,Beta
B,CP,4785.0,1,infected,1,B
Delta,CP,1134.0,1,infected,1,Delta
Beta,CP,234.0,1,infected,1,Beta
B,CP,2359.0,1,infected,1,B
Delta,CP,1556.0,1,infected,1,Delta
Beta,CP,1788.0,1,infected,1,Beta
B,CP,736.0,1,infected,1,B
Delta,CP,412.0,1,infected,1,Delta
Beta,CP,486.0,1,infected,1,Beta
B,CP,1919.0,1,infected,1,B
Delta,CP,1073.0,1,infected,1,Delta
Beta,CP,529.0,1,infected,1,Beta
A,CP,848.0,>=2,infected,1,A
A,CP,2336.0,>=2,infected,1,A
A,CP,133.0,>=2,infected,1,A
A,CP,2913.0,>=2,infected,1,A
A,CP,247.0,>=2,infected,1,A
A,CP,78.0,>=2,infected,1,A
A,CP,50.0,>=2,infected,1,A
A,CP,7814.0,>=2,infected,1,A
A,CP,218.0,>=2,infected,1,A
A,CP,3728.0,>=2,infected,1,A
A,CP,616.0,>=2,infected,1,A
A,CP,586.0,>=2,infected,1,A
A,CP,848.0,>=2,infected,1,A
A,CP,4771.0,>=2,infected,1,A
A,CP,1129.0,>=2,infected,1,A
A,CP,663.0,>=2,infected,1,A
A,CP,1438.0,>=2,infected,1,A
A,CP,586.0,>=2,infected,1,A
A,CP,2012.0,>=2,infected,1,A
A,CP,56.0,>=2,infected,1,A
A,CP,4281.0,>=2,infected,1,A
A,CP,586.0,>=2,infected,1,A
A,CP,1000.0,>=2,infected,1,A
A,CP,3728.0,>=2,infected,1,A
A,CP,6105.0,>=2,infected,1,A
A,CP,2336.0,>=2,infected,1,A
A,CP,4833.0,>=2,infected,1,A
A,CP,1778.0,>=2,infected,1,A
A,CP,316.0,>=2,infected,1,A
A,CP,4771.0,>=2,infected,1,A
A,CP,358.0,>=2,infected,1,A
Alpha,CP,1086.0,>=2,infected,1,Alpha
Alpha,CP,316.0,>=2,infected,1,Alpha
Alpha,CP,316.0,>=2,infected,1,Alpha
Alpha,CP,1129.0,>=2,infected,1,Alpha
Alpha,CP,280.0,>=2,infected,1,Alpha
Alpha,CP,8840.0,>=2,infected,1,Alpha
Alpha,CP,247.0,>=2,infected,1,Alpha
Alpha,CP,264.0,>=2,infected,1,Alpha
Alpha,CP,2575.0,>=2,infected,1,Alpha
Alpha,CP,586.0,>=2,infected,1,Alpha
Alpha,CP,71969.0,>=2,infected,1,Alpha
Alpha,CP,4833.0,>=2,infected,1,Alpha
Alpha,CP,2575.0,>=2,infected,1,Alpha
Alpha,CP,1833.0,>=2,infected,1,Alpha
Alpha,CP,2276.0,>=2,infected,1,Alpha
Alpha,CP,960.0,>=2,infected,1,Alpha
Alpha,CP,56.0,>=2,infected,1,Alpha
Alpha,CP,4281.0,>=2,infected,1,Alpha
Alpha,CP,2913.0,>=2,infected,1,Alpha
Alpha,CP,616.0,>=2,infected,1,Alpha
Alpha,CP,7814.0,>=2,infected,1,Alpha
Alpha,CP,4833.0,>=2,infected,1,Alpha
Alpha,CP,2276.0,>=2,infected,1,Alpha
Alpha,CP,848.0,>=2,infected,1,Alpha
Alpha,CP,358.0,>=2,infected,1,Alpha
Beta,CP,1778.0,>=2,infected,1,Beta
Beta,CP,218.0,>=2,infected,1,Beta
Beta,CP,2012.0,>=2,infected,1,Beta
Beta,CP,1129.0,>=2,infected,1,Beta
Beta,CP,358.0,>=2,infected,1,Beta
Beta,CP,10000.0,>=2,infected,1,Beta
Beta,CP,316.0,>=2,infected,1,Beta
Beta,CP,1833.0,>=2,infected,1,Beta
Beta,CP,2575.0,>=2,infected,1,Beta
Beta,CP,1389.0,>=2,infected,1,Beta
Beta,CP,4771.0,>=2,infected,1,Beta
Beta,CP,6158.0,>=2,infected,1,Beta
Beta,CP,5397.0,>=2,infected,1,Beta
Beta,CP,5456.0,>=2,infected,1,Beta
Beta,CP,2575.0,>=2,infected,1,Beta
Beta,CP,218.0,>=2,infected,1,Beta
Beta,CP,5456.0,>=2,infected,1,Beta
Beta,CP,8840.0,>=2,infected,1,Beta
Beta,CP,4833.0,>=2,infected,1,Beta
Beta,CP,6105.0,>=2,infected,1,Beta
Beta,CP,7814.0,>=2,infected,1,Beta
Beta,CP,3728.0,>=2,infected,1,Beta
Beta,CP,6907.0,>=2,infected,1,Beta
Beta,CP,7848.0,>=2,infected,1,Beta
Beta,CP,1228.0,>=2,infected,1,Beta
Beta,CP,4771.0,>=2,infected,1,Beta
Beta,CP,1572.0,>=2,infected,1,Beta
B.1,CP,5120.0,1,infected,1,B.1
B.1,CP,2116.0,1,infected,1,B.1
B.1,CP,1030.0,1,infected,1,B.1
B.1,CP,1694.0,1,infected,1,B.1
B.1,CP,827.0,1,infected,1,B.1
B.1,CP,1278.0,1,infected,1,B.1
Beta,CP,393.0,1,infected,1,Beta
Beta,CP,812.0,1,infected,1,Beta
Beta,CP,263.0,1,infected,1,Beta
Beta,CP,497.0,1,infected,1,Beta
Beta,CP,180.0,1,infected,1,Beta
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
B.1,CP,760.0,>=2,infected,1,B.1
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Alpha,CP,1000.0,>=2,infected,1,Alpha
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
Beta,CP,206.0,>=2,infected,1,Beta
